"MSOA";"Sex";"Age";"Persons"
"E02006854";"M";18;24
"E02006854";"F";18;20
"E02006854";"M";19;23
"E02006854";"F";19;31
"E02006854";"M";20;40
"E02006854";"F";20;35
"E02006854";"M";21;41
"E02006854";"F";21;48
"E02006854";"M";22;73
"E02006854";"F";22;58
"E02006854";"M";23;78
"E02006854";"F";23;84
"E02006854";"M";24;102
"E02006854";"F";24;84
"E02006854";"M";25;112
"E02006854";"F";25;81
"E02006854";"M";26;110
"E02006854";"F";26;117
"E02006854";"M";27;121
"E02006854";"F";27;99
"E02006854";"M";28;123
"E02006854";"F";28;123
"E02006854";"M";29;113
"E02006854";"F";29;140
"E02006854";"M";30;154
"E02006854";"F";30;113
"E02006854";"M";31;140
"E02006854";"F";31;110
"E02006854";"M";32;119
"E02006854";"F";32;92
"E02006854";"M";33;106
"E02006854";"F";33;86
"E02006854";"M";34;119
"E02006854";"F";34;85
"E02006854";"M";35;102
"E02006854";"F";35;54
"E02006854";"M";36;76
"E02006854";"F";36;59
"E02006854";"M";37;87
"E02006854";"F";37;63
"E02006854";"M";38;76
"E02006854";"F";38;39
"E02006854";"M";39;73
"E02006854";"F";39;56
"E02006854";"M";40;60
"E02006854";"F";40;45
"E02006854";"M";41;57
"E02006854";"F";41;41
"E02006854";"M";42;63
"E02006854";"F";42;29
"E02006854";"M";43;38
"E02006854";"F";43;24
"E02006854";"M";44;52
"E02006854";"F";44;33
"E02006854";"M";45;40
"E02006854";"F";45;21
"E02006854";"M";46;43
"E02006854";"F";46;19
"E02006854";"M";47;33
"E02006854";"F";47;21
"E02006854";"M";48;38
"E02006854";"F";48;20
"E02006854";"M";49;26
"E02006854";"F";49;15
"E02006854";"M";50;26
"E02006854";"F";50;11
"E02006854";"M";51;33
"E02006854";"F";51;17
"E02006854";"M";52;23
"E02006854";"F";52;12
"E02006854";"M";53;19
"E02006854";"F";53;19
"E02006854";"M";54;23
"E02006854";"F";54;17
"E02006854";"M";55;30
"E02006854";"F";55;15
"E02006854";"M";56;9
"E02006854";"F";56;11
"E02006854";"M";57;11
"E02006854";"F";57;7
"E02006854";"M";58;20
"E02006854";"F";58;9
"E02006854";"M";59;12
"E02006854";"F";59;15
"E02006854";"M";60;11
"E02006854";"F";60;10
"E02006854";"M";61;12
"E02006854";"F";61;9
"E02006854";"M";62;14
"E02006854";"F";62;6
"E02006854";"M";63;15
"E02006854";"F";63;11
"E02006854";"M";64;5
"E02006854";"F";64;6
"E02006854";"M";65;5
"E02006854";"F";65;3
"E02006854";"M";66;12
"E02006854";"F";66;7
"E02006854";"M";67;6
"E02006854";"F";67;6
"E02006854";"M";68;4
"E02006854";"F";68;6
"E02006854";"M";69;3
"E02006854";"F";69;4
"E02006854";"M";70;4
"E02006854";"F";70;6
"E02006854";"M";71;4
"E02006854";"F";71;6
"E02006854";"M";72;4
"E02006854";"F";72;2
"E02006854";"M";73;3
"E02006854";"F";73;6
"E02006854";"M";74;4
"E02006854";"F";74;2
"E02006854";"M";75;4
"E02006854";"F";75;4
"E02006854";"M";76;6
"E02006854";"F";76;2
"E02006854";"M";77;1
"E02006854";"F";77;2
"E02006854";"M";78;5
"E02006854";"F";78;3
"E02006854";"M";79;1
"E02006854";"F";79;1
"E02006854";"M";80;0
"E02006854";"F";80;3
"E02006854";"M";81;2
"E02006854";"F";81;0
"E02006854";"M";82;2
"E02006854";"F";82;2
"E02006854";"M";83;1
"E02006854";"F";83;0
"E02006854";"M";84;2
"E02006854";"F";84;0
"E02006854";"M";85;0
"E02006854";"F";85;3
